hour_instant,dteday,hr,holiday,workingday,weathersit,temp,hum,windspeed,hour_count,instant_y,season,weekday,day_count,is_weekend,hour_to_day_ratio,time_category,temp_category
7934,2011-12-02,5,0,1,1,0.22,0.8,0.0896,23,336,4,5,3940,Weekday,0.0058375634517766496,Off-Peak Hours,Low
7935,2011-12-02,6,0,1,1,0.22,0.8,0.0,87,336,4,5,3940,Weekday,0.022081218274111674,Off-Peak Hours,Low
7936,2011-12-02,7,0,1,1,0.22,0.87,0.0896,205,336,4,5,3940,Weekday,0.05203045685279188,Peak Hours,Low
7937,2011-12-02,8,0,1,1,0.24,0.87,0.0,445,336,4,5,3940,Weekday,0.11294416243654823,Peak Hours,Low
7938,2011-12-02,9,0,1,1,0.28,0.81,0.0,246,336,4,5,3940,Weekday,0.062436548223350256,Peak Hours,Low
7939,2011-12-02,10,0,1,1,0.3,0.75,0.2239,105,336,4,5,3940,Weekday,0.0266497461928934,Off-Peak Hours,Low
7940,2011-12-02,11,0,1,1,0.34,0.66,0.1642,160,336,4,5,3940,Weekday,0.04060913705583756,Off-Peak Hours,Medium
7941,2011-12-02,12,0,1,1,0.36,0.57,0.1343,204,336,4,5,3940,Weekday,0.05177664974619289,Off-Peak Hours,Medium
7942,2011-12-02,13,0,1,1,0.4,0.47,0.1343,207,336,4,5,3940,Weekday,0.05253807106598985,Off-Peak Hours,Medium
7943,2011-12-02,14,0,1,1,0.42,0.44,0.1045,170,336,4,5,3940,Weekday,0.04314720812182741,Off-Peak Hours,Medium
7944,2011-12-02,15,0,1,1,0.42,0.41,0.0896,199,336,4,5,3940,Weekday,0.05050761421319797,Off-Peak Hours,Medium
7945,2011-12-02,16,0,1,1,0.42,0.41,0.0896,276,336,4,5,3940,Weekday,0.0700507614213198,Off-Peak Hours,Medium
7946,2011-12-02,17,0,1,1,0.42,0.38,0.0,411,336,4,5,3940,Weekday,0.10431472081218274,Peak Hours,Medium
7947,2011-12-02,18,0,1,1,0.4,0.5,0.0,372,336,4,5,3940,Weekday,0.09441624365482233,Peak Hours,Medium
7948,2011-12-02,19,0,1,1,0.34,0.53,0.2537,265,336,4,5,3940,Weekday,0.06725888324873096,Peak Hours,Medium
7949,2011-12-02,20,0,1,1,0.38,0.4,0.2836,190,336,4,5,3940,Weekday,0.048223350253807105,Off-Peak Hours,Medium
7950,2011-12-02,21,0,1,1,0.34,0.49,0.194,111,336,4,5,3940,Weekday,0.02817258883248731,Off-Peak Hours,Medium
7951,2011-12-02,22,0,1,1,0.32,0.53,0.194,102,336,4,5,3940,Weekday,0.025888324873096447,Off-Peak Hours,Low
7952,2011-12-02,23,0,1,1,0.32,0.53,0.2836,95,336,4,5,3940,Weekday,0.024111675126903553,Off-Peak Hours,Low
7953,2011-12-03,0,0,0,1,0.3,0.56,0.2537,75,337,4,6,3614,Weekend,0.02075262866629773,Off-Peak Hours,Low
7954,2011-12-03,1,0,0,1,0.26,0.65,0.194,71,337,4,6,3614,Weekend,0.019645821804095187,Off-Peak Hours,Low
7955,2011-12-03,2,0,0,1,0.26,0.65,0.1642,50,337,4,6,3614,Weekend,0.01383508577753182,Off-Peak Hours,Low
7956,2011-12-03,3,0,0,1,0.24,0.7,0.1343,9,337,4,6,3614,Weekend,0.0024903154399557276,Off-Peak Hours,Low
7957,2011-12-03,4,0,0,1,0.22,0.75,0.1343,8,337,4,6,3614,Weekend,0.002213613724405091,Off-Peak Hours,Low
7958,2011-12-03,5,0,0,1,0.24,0.7,0.0896,6,337,4,6,3614,Weekend,0.0016602102933038186,Off-Peak Hours,Low
7959,2011-12-03,6,0,0,1,0.24,0.65,0.1045,11,337,4,6,3614,Weekend,0.0030437188710570003,Off-Peak Hours,Low
7960,2011-12-03,7,0,0,1,0.22,0.75,0.0896,26,337,4,6,3614,Weekend,0.007194244604316547,Peak Hours,Low
7961,2011-12-03,8,0,0,1,0.24,0.75,0.0896,63,337,4,6,3614,Weekend,0.017432208079690092,Peak Hours,Low
7962,2011-12-03,9,0,0,1,0.26,0.7,0.1045,124,337,4,6,3614,Weekend,0.03431101272827892,Peak Hours,Low
7963,2011-12-03,10,0,0,1,0.32,0.61,0.1343,195,337,4,6,3614,Weekend,0.0539568345323741,Off-Peak Hours,Low
7964,2011-12-03,11,0,0,1,0.32,0.57,0.0896,275,337,4,6,3614,Weekend,0.07609297177642502,Off-Peak Hours,Low
7965,2011-12-03,12,0,0,1,0.36,0.5,0.0,358,337,4,6,3614,Weekend,0.09905921416712783,Off-Peak Hours,Medium
7966,2011-12-03,13,0,0,1,0.36,0.5,0.0896,292,337,4,6,3614,Weekend,0.08079690094078583,Off-Peak Hours,Medium
7967,2011-12-03,14,0,0,1,0.36,0.46,0.0,343,337,4,6,3614,Weekend,0.0949086884338683,Off-Peak Hours,Medium
7968,2011-12-03,15,0,0,1,0.38,0.46,0.0,337,337,4,6,3614,Weekend,0.09324847814056447,Off-Peak Hours,Medium
7969,2011-12-03,16,0,0,1,0.38,0.46,0.0,305,337,4,6,3614,Weekend,0.08439402324294411,Off-Peak Hours,Medium
7970,2011-12-03,17,0,0,1,0.36,0.62,0.0,232,337,4,6,3614,Weekend,0.06419479800774765,Peak Hours,Medium
7971,2011-12-03,18,0,0,1,0.34,0.53,0.1343,224,337,4,6,3614,Weekend,0.06198118428334256,Peak Hours,Medium
7972,2011-12-03,19,0,0,1,0.3,0.61,0.0896,175,337,4,6,3614,Weekend,0.048422800221361376,Peak Hours,Low
7973,2011-12-03,20,0,0,1,0.3,0.61,0.0896,127,337,4,6,3614,Weekend,0.03514111787493082,Off-Peak Hours,Low
7974,2011-12-03,21,0,0,2,0.3,0.61,0.0896,109,337,4,6,3614,Weekend,0.03016048699501937,Off-Peak Hours,Low
7975,2011-12-03,22,0,0,2,0.32,0.61,0.0896,114,337,4,6,3614,Weekend,0.03154399557277255,Off-Peak Hours,Low
7976,2011-12-03,23,0,0,1,0.3,0.7,0.1343,85,337,4,6,3614,Weekend,0.023519645821804096,Off-Peak Hours,Low
7977,2011-12-04,0,0,0,1,0.3,0.7,0.1045,83,338,4,0,3485,Weekend,0.02381635581061693,Off-Peak Hours,Low
7978,2011-12-04,1,0,0,1,0.3,0.75,0.0896,74,338,4,0,3485,Weekend,0.021233859397417502,Off-Peak Hours,Low
7979,2011-12-04,2,0,0,1,0.26,0.81,0.0,62,338,4,0,3485,Weekend,0.017790530846484937,Off-Peak Hours,Low
7980,2011-12-04,3,0,0,1,0.28,0.75,0.0,41,338,4,0,3485,Weekend,0.011764705882352941,Off-Peak Hours,Low
7981,2011-12-04,4,0,0,1,0.26,0.87,0.0,11,338,4,0,3485,Weekend,0.0031563845050215206,Off-Peak Hours,Low
7982,2011-12-04,5,0,0,1,0.26,0.81,0.0,4,338,4,0,3485,Weekend,0.0011477761836441894,Off-Peak Hours,Low
7983,2011-12-04,6,0,0,1,0.24,0.93,0.0,4,338,4,0,3485,Weekend,0.0011477761836441894,Off-Peak Hours,Low
7984,2011-12-04,7,0,0,1,0.26,0.87,0.0,26,338,4,0,3485,Weekend,0.007460545193687231,Peak Hours,Low
7985,2011-12-04,8,0,0,1,0.26,0.87,0.0,55,338,4,0,3485,Weekend,0.015781922525107604,Peak Hours,Low
7986,2011-12-04,9,0,0,1,0.3,0.81,0.0,126,338,4,0,3485,Weekend,0.036154949784791966,Peak Hours,Low
7987,2011-12-04,10,0,0,1,0.32,0.81,0.1343,216,338,4,0,3485,Weekend,0.06197991391678623,Off-Peak Hours,Low
7988,2011-12-04,11,0,0,1,0.34,0.81,0.1642,254,338,4,0,3485,Weekend,0.07288378766140603,Off-Peak Hours,Medium
7989,2011-12-04,12,0,0,1,0.36,0.81,0.1642,329,338,4,0,3485,Weekend,0.09440459110473458,Off-Peak Hours,Medium
7990,2011-12-04,13,0,0,1,0.4,0.66,0.2239,357,338,4,0,3485,Weekend,0.1024390243902439,Off-Peak Hours,Medium
7991,2011-12-04,14,0,0,1,0.42,0.62,0.1343,323,338,4,0,3485,Weekend,0.09268292682926829,Off-Peak Hours,Medium
7992,2011-12-04,15,0,0,1,0.42,0.62,0.194,296,338,4,0,3485,Weekend,0.08493543758967001,Off-Peak Hours,Medium
7993,2011-12-04,16,0,0,1,0.42,0.58,0.2239,330,338,4,0,3485,Weekend,0.09469153515064563,Off-Peak Hours,Medium
7994,2011-12-04,17,0,0,1,0.38,0.76,0.1343,245,338,4,0,3485,Weekend,0.0703012912482066,Peak Hours,Medium
7995,2011-12-04,18,0,0,1,0.38,0.71,0.0,171,338,4,0,3485,Weekend,0.049067431850789094,Peak Hours,Medium
7996,2011-12-04,19,0,0,1,0.38,0.76,0.0,173,338,4,0,3485,Weekend,0.049641319942611194,Peak Hours,Medium
7997,2011-12-04,20,0,0,1,0.36,0.76,0.1343,124,338,4,0,3485,Weekend,0.03558106169296987,Off-Peak Hours,Medium
7998,2011-12-04,21,0,0,1,0.36,0.81,0.1045,72,338,4,0,3485,Weekend,0.02065997130559541,Off-Peak Hours,Medium
7999,2011-12-04,22,0,0,1,0.34,0.87,0.1045,64,338,4,0,3485,Weekend,0.01836441893830703,Off-Peak Hours,Medium
8000,2011-12-04,23,0,0,1,0.34,0.87,0.1045,45,338,4,0,3485,Weekend,0.01291248206599713,Off-Peak Hours,Medium
8001,2011-12-05,0,0,1,1,0.32,0.87,0.0896,24,339,4,1,3811,Weekday,0.006297559695617948,Off-Peak Hours,Low
8002,2011-12-05,1,0,1,1,0.32,0.87,0.0,12,339,4,1,3811,Weekday,0.003148779847808974,Off-Peak Hours,Low
8003,2011-12-05,2,0,1,1,0.32,0.87,0.0,8,339,4,1,3811,Weekday,0.0020991865652059826,Off-Peak Hours,Low
8004,2011-12-05,3,0,1,1,0.32,0.87,0.0,2,339,4,1,3811,Weekday,0.0005247966413014956,Off-Peak Hours,Low
8005,2011-12-05,4,0,1,1,0.3,0.87,0.1045,7,339,4,1,3811,Weekday,0.0018367882445552348,Off-Peak Hours,Low
8006,2011-12-05,5,0,1,1,0.3,0.87,0.1045,25,339,4,1,3811,Weekday,0.006559958016268696,Off-Peak Hours,Low
8007,2011-12-05,6,0,1,1,0.3,0.93,0.0896,90,339,4,1,3811,Weekday,0.023615848858567306,Off-Peak Hours,Low
8008,2011-12-05,7,0,1,1,0.32,0.9,0.0,283,339,4,1,3811,Weekday,0.07425872474416163,Peak Hours,Low
8009,2011-12-05,8,0,1,1,0.32,0.93,0.0,404,339,4,1,3811,Weekday,0.10600892154290213,Peak Hours,Low
8010,2011-12-05,9,0,1,2,0.36,0.87,0.0896,190,339,4,1,3811,Weekday,0.049855680923642086,Peak Hours,Medium
8011,2011-12-05,10,0,1,2,0.36,0.87,0.0896,87,339,4,1,3811,Weekday,0.02282865389661506,Off-Peak Hours,Medium
8012,2011-12-05,11,0,1,2,0.36,0.87,0.0896,123,339,4,1,3811,Weekday,0.032274993440041984,Off-Peak Hours,Medium
8013,2011-12-05,12,0,1,2,0.4,0.76,0.1045,154,339,4,1,3811,Weekday,0.040409341380215166,Off-Peak Hours,Medium
8014,2011-12-05,13,0,1,2,0.42,0.71,0.0896,171,339,4,1,3811,Weekday,0.04487011283127788,Off-Peak Hours,Medium
8015,2011-12-05,14,0,1,2,0.46,0.67,0.0,133,339,4,1,3811,Weekday,0.034898976646549465,Off-Peak Hours,Medium
8016,2011-12-05,15,0,1,2,0.46,0.72,0.0896,148,339,4,1,3811,Weekday,0.038834951456310676,Off-Peak Hours,Medium
8017,2011-12-05,16,0,1,1,0.5,0.63,0.0896,248,339,4,1,3811,Weekday,0.06507478352138546,Off-Peak Hours,Medium
8018,2011-12-05,17,0,1,1,0.42,0.77,0.0,446,339,4,1,3811,Weekday,0.11702965101023353,Peak Hours,Medium
8019,2011-12-05,18,0,1,1,0.44,0.77,0.0,399,339,4,1,3811,Weekday,0.10469692993964838,Peak Hours,Medium
8020,2011-12-05,19,0,1,2,0.46,0.77,0.0,308,339,4,1,3811,Weekday,0.08081868276043033,Peak Hours,Medium
8021,2011-12-05,20,0,1,2,0.46,0.82,0.1045,205,339,4,1,3811,Weekday,0.053791655733403304,Off-Peak Hours,Medium
8022,2011-12-05,21,0,1,2,0.44,0.88,0.0896,176,339,4,1,3811,Weekday,0.04618210443453162,Off-Peak Hours,Medium
8023,2011-12-05,22,0,1,2,0.44,0.88,0.1343,106,339,4,1,3811,Weekday,0.02781422198897927,Off-Peak Hours,Medium
8024,2011-12-05,23,0,1,2,0.46,0.88,0.1343,62,339,4,1,3811,Weekday,0.016268695880346365,Off-Peak Hours,Medium
8025,2011-12-06,0,0,1,2,0.5,0.77,0.2985,28,340,4,2,2594,Weekday,0.01079414032382421,Off-Peak Hours,Medium
8026,2011-12-06,1,0,1,2,0.46,0.88,0.2985,16,340,4,2,2594,Weekday,0.006168080185042405,Off-Peak Hours,Medium
8027,2011-12-06,2,0,1,2,0.46,0.87,0.194,3,340,4,2,2594,Weekday,0.001156515034695451,Off-Peak Hours,Medium
8028,2011-12-06,3,0,1,2,0.46,0.87,0.194,3,340,4,2,2594,Weekday,0.001156515034695451,Off-Peak Hours,Medium
8029,2011-12-06,4,0,1,3,0.46,0.88,0.2239,7,340,4,2,2594,Weekday,0.0026985350809560524,Off-Peak Hours,Medium
8030,2011-12-06,5,0,1,3,0.46,0.88,0.2239,20,340,4,2,2594,Weekday,0.007710100231303007,Off-Peak Hours,Medium
8031,2011-12-06,6,0,1,2,0.44,0.94,0.2836,86,340,4,2,2594,Weekday,0.03315343099460293,Off-Peak Hours,Medium
8032,2011-12-06,7,0,1,2,0.46,0.94,0.194,234,340,4,2,2594,Weekday,0.09020817270624518,Peak Hours,Medium
8033,2011-12-06,8,0,1,2,0.46,0.94,0.194,414,340,4,2,2594,Weekday,0.15959907478797225,Peak Hours,Medium
8034,2011-12-06,9,0,1,2,0.46,0.94,0.2239,204,340,4,2,2594,Weekday,0.07864302235929067,Peak Hours,Medium
8035,2011-12-06,10,0,1,3,0.46,0.94,0.2836,50,340,4,2,2594,Weekday,0.01927525057825752,Off-Peak Hours,Medium
8036,2011-12-06,11,0,1,3,0.46,0.94,0.2537,32,340,4,2,2594,Weekday,0.01233616037008481,Off-Peak Hours,Medium
8037,2011-12-06,12,0,1,3,0.46,1.0,0.2239,55,340,4,2,2594,Weekday,0.02120277563608327,Off-Peak Hours,Medium
8038,2011-12-06,13,0,1,3,0.46,1.0,0.194,71,340,4,2,2594,Weekday,0.027370855821125674,Off-Peak Hours,Medium
8039,2011-12-06,14,0,1,3,0.48,1.0,0.2239,75,340,4,2,2594,Weekday,0.028912875867386275,Off-Peak Hours,Medium
8040,2011-12-06,15,0,1,3,0.5,1.0,0.194,45,340,4,2,2594,Weekday,0.017347725520431765,Off-Peak Hours,Medium
8041,2011-12-06,16,0,1,3,0.46,1.0,0.2537,88,340,4,2,2594,Weekday,0.03392444101773323,Off-Peak Hours,Medium
8042,2011-12-06,17,0,1,2,0.46,1.0,0.2239,262,340,4,2,2594,Weekday,0.10100231303006939,Peak Hours,Medium
8043,2011-12-06,18,0,1,2,0.46,1.0,0.2836,304,340,4,2,2594,Weekday,0.11719352351580571,Peak Hours,Medium
8044,2011-12-06,19,0,1,3,0.46,1.0,0.2985,233,340,4,2,2594,Weekday,0.08982266769468003,Peak Hours,Medium
8045,2011-12-06,20,0,1,3,0.46,1.0,0.2985,110,340,4,2,2594,Weekday,0.04240555127216654,Off-Peak Hours,Medium
8046,2011-12-06,21,0,1,2,0.44,1.0,0.194,114,340,4,2,2594,Weekday,0.04394757131842714,Off-Peak Hours,Medium
8047,2011-12-06,22,0,1,3,0.46,1.0,0.1642,87,340,4,2,2594,Weekday,0.03353893600616808,Off-Peak Hours,Medium
8048,2011-12-06,23,0,1,3,0.46,1.0,0.1642,53,340,4,2,2594,Weekday,0.020431765612952967,Off-Peak Hours,Medium
8049,2011-12-07,0,0,1,1,0.44,1.0,0.194,33,341,4,3,705,Weekday,0.04680851063829787,Off-Peak Hours,Medium
8050,2011-12-07,1,0,1,2,0.46,1.0,0.2537,13,341,4,3,705,Weekday,0.018439716312056736,Off-Peak Hours,Medium
8051,2011-12-07,2,0,1,3,0.46,1.0,0.2239,6,341,4,3,705,Weekday,0.00851063829787234,Off-Peak Hours,Medium
8052,2011-12-07,3,0,1,3,0.46,1.0,0.2239,3,341,4,3,705,Weekday,0.00425531914893617,Off-Peak Hours,Medium
8053,2011-12-07,4,0,1,3,0.46,1.0,0.1642,1,341,4,3,705,Weekday,0.0014184397163120568,Off-Peak Hours,Medium
8054,2011-12-07,5,0,1,3,0.46,1.0,0.1642,3,341,4,3,705,Weekday,0.00425531914893617,Off-Peak Hours,Medium
8055,2011-12-07,6,0,1,3,0.48,1.0,0.4179,18,341,4,3,705,Weekday,0.02553191489361702,Off-Peak Hours,Medium
8056,2011-12-07,7,0,1,3,0.44,1.0,0.1045,46,341,4,3,705,Weekday,0.06524822695035461,Peak Hours,Medium
8057,2011-12-07,8,0,1,3,0.44,1.0,0.0,86,341,4,3,705,Weekday,0.12198581560283688,Peak Hours,Medium
8058,2011-12-07,9,0,1,3,0.44,1.0,0.2537,64,341,4,3,705,Weekday,0.09078014184397164,Peak Hours,Medium
8059,2011-12-07,10,0,1,3,0.44,1.0,0.0896,33,341,4,3,705,Weekday,0.04680851063829787,Off-Peak Hours,Medium
8060,2011-12-07,11,0,1,3,0.44,1.0,0.0896,50,341,4,3,705,Weekday,0.07092198581560284,Off-Peak Hours,Medium
8061,2011-12-07,12,0,1,3,0.44,1.0,0.1343,33,341,4,3,705,Weekday,0.04680851063829787,Off-Peak Hours,Medium
8062,2011-12-07,13,0,1,3,0.44,1.0,0.194,33,341,4,3,705,Weekday,0.04680851063829787,Off-Peak Hours,Medium
8063,2011-12-07,14,0,1,3,0.44,1.0,0.194,25,341,4,3,705,Weekday,0.03546099290780142,Off-Peak Hours,Medium
8064,2011-12-07,15,0,1,3,0.42,0.94,0.2239,30,341,4,3,705,Weekday,0.0425531914893617,Off-Peak Hours,Medium
8065,2011-12-07,16,0,1,3,0.42,0.94,0.194,31,341,4,3,705,Weekday,0.04397163120567376,Off-Peak Hours,Medium
8066,2011-12-07,17,0,1,3,0.4,1.0,0.3284,52,341,4,3,705,Weekday,0.07375886524822695,Peak Hours,Medium
8067,2011-12-07,18,0,1,3,0.4,0.94,0.2985,51,341,4,3,705,Weekday,0.07234042553191489,Peak Hours,Medium
8068,2011-12-07,19,0,1,3,0.34,0.87,0.6418,33,341,4,3,705,Weekday,0.04680851063829787,Peak Hours,Medium
8069,2011-12-07,20,0,1,3,0.34,0.87,0.6418,26,341,4,3,705,Weekday,0.03687943262411347,Off-Peak Hours,Medium
8070,2011-12-07,21,0,1,3,0.3,0.87,0.5224,6,341,4,3,705,Weekday,0.00851063829787234,Off-Peak Hours,Low
8071,2011-12-07,22,0,1,3,0.24,0.93,0.4478,13,341,4,3,705,Weekday,0.018439716312056736,Off-Peak Hours,Low
8072,2011-12-07,23,0,1,1,0.24,0.93,0.3881,16,341,4,3,705,Weekday,0.02269503546099291,Off-Peak Hours,Low
8073,2011-12-08,0,0,1,2,0.26,0.87,0.2985,21,342,4,4,3322,Weekday,0.006321493076459964,Off-Peak Hours,Low
8074,2011-12-08,1,0,1,1,0.26,0.81,0.3582,7,342,4,4,3322,Weekday,0.002107164358819988,Off-Peak Hours,Low
8075,2011-12-08,2,0,1,1,0.28,0.65,0.2239,4,342,4,4,3322,Weekday,0.0012040939193257074,Off-Peak Hours,Low
8076,2011-12-08,3,0,1,1,0.26,0.6,0.2985,1,342,4,4,3322,Weekday,0.00030102347983142685,Off-Peak Hours,Low
8077,2011-12-08,4,0,1,2,0.24,0.6,0.4627,2,342,4,4,3322,Weekday,0.0006020469596628537,Off-Peak Hours,Low
8078,2011-12-08,5,0,1,1,0.22,0.64,0.2239,12,342,4,4,3322,Weekday,0.003612281757977122,Off-Peak Hours,Low
8079,2011-12-08,6,0,1,1,0.22,0.55,0.2836,71,342,4,4,3322,Weekday,0.021372667068031308,Off-Peak Hours,Low
8080,2011-12-08,7,0,1,1,0.22,0.6,0.2239,244,342,4,4,3322,Weekday,0.07344972907886815,Peak Hours,Low
8081,2011-12-08,8,0,1,1,0.22,0.55,0.2836,429,342,4,4,3322,Weekday,0.1291390728476821,Peak Hours,Low
8082,2011-12-08,9,0,1,1,0.24,0.52,0.3881,225,342,4,4,3322,Weekday,0.06773028296207104,Peak Hours,Low
8083,2011-12-08,10,0,1,1,0.26,0.52,0.3284,110,342,4,4,3322,Weekday,0.033112582781456956,Off-Peak Hours,Low
8084,2011-12-08,11,0,1,1,0.28,0.52,0.2537,106,342,4,4,3322,Weekday,0.03190848886213125,Off-Peak Hours,Low
8085,2011-12-08,12,0,1,1,0.28,0.52,0.3284,156,342,4,4,3322,Weekday,0.04695966285370259,Off-Peak Hours,Low
8086,2011-12-08,13,0,1,1,0.3,0.49,0.3582,124,342,4,4,3322,Weekday,0.03732691149909693,Off-Peak Hours,Low
8087,2011-12-08,14,0,1,1,0.32,0.45,0.2537,137,342,4,4,3322,Weekday,0.04124021673690548,Off-Peak Hours,Low
8088,2011-12-08,15,0,1,1,0.32,0.45,0.1343,117,342,4,4,3322,Weekday,0.03521974714027694,Off-Peak Hours,Low
8089,2011-12-08,16,0,1,1,0.32,0.45,0.194,208,342,4,4,3322,Weekday,0.06261288380493679,Off-Peak Hours,Low
8090,2011-12-08,17,0,1,1,0.3,0.49,0.1045,331,342,4,4,3322,Weekday,0.09963877182420229,Peak Hours,Low
8091,2011-12-08,18,0,1,1,0.28,0.52,0.2239,318,342,4,4,3322,Weekday,0.09572546658639373,Peak Hours,Low
8092,2011-12-08,19,0,1,1,0.26,0.56,0.1045,232,342,4,4,3322,Weekday,0.06983744732089103,Peak Hours,Low
8093,2011-12-08,20,0,1,1,0.26,0.6,0.1045,175,342,4,4,3322,Weekday,0.0526791089704997,Off-Peak Hours,Low
8094,2011-12-08,21,0,1,1,0.28,0.61,0.0896,139,342,4,4,3322,Weekday,0.041842263696568335,Off-Peak Hours,Low
8095,2011-12-08,22,0,1,1,0.26,0.65,0.1343,92,342,4,4,3322,Weekday,0.027694160144491272,Off-Peak Hours,Low
8096,2011-12-08,23,0,1,1,0.24,0.7,0.1045,61,342,4,4,3322,Weekday,0.01836243226971704,Off-Peak Hours,Low
8097,2011-12-09,0,0,1,1,0.24,0.65,0.0,34,343,4,5,3620,Weekday,0.009392265193370166,Off-Peak Hours,Low
8098,2011-12-09,1,0,1,1,0.24,0.65,0.0,14,343,4,5,3620,Weekday,0.0038674033149171273,Off-Peak Hours,Low
8099,2011-12-09,2,0,1,1,0.24,0.7,0.0,12,343,4,5,3620,Weekday,0.0033149171270718232,Off-Peak Hours,Low
8100,2011-12-09,3,0,1,1,0.22,0.8,0.0,6,343,4,5,3620,Weekday,0.0016574585635359116,Off-Peak Hours,Low
8101,2011-12-09,4,0,1,1,0.22,0.8,0.0,2,343,4,5,3620,Weekday,0.0005524861878453039,Off-Peak Hours,Low
8102,2011-12-09,5,0,1,1,0.22,0.8,0.0,20,343,4,5,3620,Weekday,0.0055248618784530384,Off-Peak Hours,Low
8103,2011-12-09,6,0,1,1,0.22,0.8,0.0896,63,343,4,5,3620,Weekday,0.017403314917127072,Off-Peak Hours,Low
8104,2011-12-09,7,0,1,1,0.22,0.75,0.0896,199,343,4,5,3620,Weekday,0.054972375690607735,Peak Hours,Low
8105,2011-12-09,8,0,1,1,0.24,0.81,0.0,385,343,4,5,3620,Weekday,0.106353591160221,Peak Hours,Low
8106,2011-12-09,9,0,1,1,0.26,0.81,0.0896,264,343,4,5,3620,Weekday,0.07292817679558011,Peak Hours,Low
8107,2011-12-09,10,0,1,2,0.3,0.7,0.1642,126,343,4,5,3620,Weekday,0.034806629834254144,Off-Peak Hours,Low
8108,2011-12-09,11,0,1,1,0.32,0.7,0.2537,136,343,4,5,3620,Weekday,0.03756906077348066,Off-Peak Hours,Low
8109,2011-12-09,12,0,1,1,0.36,0.57,0.2985,173,343,4,5,3620,Weekday,0.04779005524861878,Off-Peak Hours,Medium
8110,2011-12-09,13,0,1,1,0.38,0.5,0.194,168,343,4,5,3620,Weekday,0.04640883977900553,Off-Peak Hours,Medium
8111,2011-12-09,14,0,1,1,0.38,0.46,0.2836,187,343,4,5,3620,Weekday,0.05165745856353591,Off-Peak Hours,Medium
8112,2011-12-09,15,0,1,1,0.38,0.46,0.2836,189,343,4,5,3620,Weekday,0.052209944751381215,Off-Peak Hours,Medium
8113,2011-12-09,16,0,1,1,0.36,0.62,0.1343,250,343,4,5,3620,Weekday,0.06906077348066299,Off-Peak Hours,Medium
8114,2011-12-09,17,0,1,1,0.34,0.66,0.1045,362,343,4,5,3620,Weekday,0.1,Peak Hours,Medium
8115,2011-12-09,18,0,1,1,0.34,0.61,0.0,318,343,4,5,3620,Weekday,0.08784530386740332,Peak Hours,Medium
8116,2011-12-09,19,0,1,1,0.34,0.61,0.0,199,343,4,5,3620,Weekday,0.054972375690607735,Peak Hours,Medium
8117,2011-12-09,20,0,1,1,0.3,0.81,0.0,150,343,4,5,3620,Weekday,0.04143646408839779,Off-Peak Hours,Low
8118,2011-12-09,21,0,1,1,0.3,0.75,0.0,140,343,4,5,3620,Weekday,0.03867403314917127,Off-Peak Hours,Low
8119,2011-12-09,22,0,1,1,0.28,0.87,0.0,129,343,4,5,3620,Weekday,0.0356353591160221,Off-Peak Hours,Low
8120,2011-12-09,23,0,1,1,0.28,0.81,0.0,94,343,4,5,3620,Weekday,0.025966850828729283,Off-Peak Hours,Low
8121,2011-12-10,0,0,0,2,0.26,0.81,0.1045,77,344,4,6,3190,Weekend,0.02413793103448276,Off-Peak Hours,Low
8122,2011-12-10,1,0,0,2,0.26,0.7,0.1642,66,344,4,6,3190,Weekend,0.020689655172413793,Off-Peak Hours,Low
8123,2011-12-10,2,0,0,2,0.28,0.61,0.0896,60,344,4,6,3190,Weekend,0.018808777429467086,Off-Peak Hours,Low
8124,2011-12-10,3,0,0,2,0.28,0.61,0.0896,25,344,4,6,3190,Weekend,0.007836990595611285,Off-Peak Hours,Low
8125,2011-12-10,4,0,0,2,0.26,0.65,0.1045,3,344,4,6,3190,Weekend,0.0009404388714733542,Off-Peak Hours,Low
8126,2011-12-10,5,0,0,1,0.26,0.6,0.1642,6,344,4,6,3190,Weekend,0.0018808777429467085,Off-Peak Hours,Low
8127,2011-12-10,6,0,0,1,0.24,0.65,0.1045,11,344,4,6,3190,Weekend,0.0034482758620689655,Off-Peak Hours,Low
8128,2011-12-10,7,0,0,1,0.24,0.65,0.194,11,344,4,6,3190,Weekend,0.0034482758620689655,Peak Hours,Low
8129,2011-12-10,8,0,0,1,0.26,0.65,0.1343,73,344,4,6,3190,Weekend,0.022884012539184952,Peak Hours,Low
8130,2011-12-10,9,0,0,1,0.28,0.61,0.2836,149,344,4,6,3190,Weekend,0.04670846394984326,Peak Hours,Low
8131,2011-12-10,10,0,0,1,0.32,0.57,0.2537,192,344,4,6,3190,Weekend,0.06018808777429467,Off-Peak Hours,Low
8132,2011-12-10,11,0,0,1,0.32,0.53,0.4179,236,344,4,6,3190,Weekend,0.07398119122257053,Off-Peak Hours,Low
8133,2011-12-10,12,0,0,1,0.32,0.45,0.4179,283,344,4,6,3190,Weekend,0.08871473354231975,Off-Peak Hours,Low
8134,2011-12-10,13,0,0,1,0.34,0.34,0.4179,286,344,4,6,3190,Weekend,0.0896551724137931,Off-Peak Hours,Medium
8135,2011-12-10,14,0,0,1,0.34,0.31,0.3284,293,344,4,6,3190,Weekend,0.09184952978056427,Off-Peak Hours,Medium
8136,2011-12-10,15,0,0,1,0.34,0.34,0.3582,299,344,4,6,3190,Weekend,0.09373040752351097,Off-Peak Hours,Medium
